image,question_id,subset,answer,data_source,width,height,file_bytes,file_sha256,pixel_sha256
VG_100K/2.jpg,30092461,simple,2,imported_genome,800,600,94087,87fe9e4c79d63bdf9b9fe497413cf3b701f3074e5f5e3681f544e22331ac5f84,107c9d1b0b79a50848e85fbc21a805c28f43da7672a4c4d06ebdf280e974607f
VG_100K/20.jpg,30092568,simple,2,imported_genome,800,600,57635,55021ddba4fd770ecccf3a793e2438d78fe1c5adb6b357b66d0f52633216cebc,4e22df4ac9b11077ec76e3a2db3fd214e764814d40fe2e8aa6e4733df8833f8d
VG_100K/2315376.jpg,9231537610358,complex,1,amt,500,400,175972,57844d4a8ff633322545acc5e6cf980deac98f45bbbb4e4953bc491967faf4f4,4b50b7b3694575c5d047d00e106ab215e96cd799593921d65cb460a54215ba2c
VG_100K/2315401.jpg,923154013606,complex,0,amt,375,500,111555,4e444a98eb96ab4ef57087c82450d922541da494ce48a1ed1a7731cef06eaa5f,57563ac4844c427fec7be03eb8f346238d72219ff16f26a7f68453792ac77c76
VG_100K/2315441.jpg,30160936,simple,2,imported_genome,500,333,121695,414c3e0a55373f51edd045d9e47cdb5582e4c109246ae89317529f7369e928e1,996a45ac8517ae685cd17f2d696740b2b4c4e3f9e6252e5e3fbcf5a7a506da75
VG_100K/2315533.jpg,923155335814,complex,2,amt,500,375,143724,7524950c05784e246513a2840f55f02ee616c373a81da15b8c26ba4ed2aabe25,037ec476fd0aec3a19a84a4c71cd19c2a36bb6a6db1cca35f112cd6a630f54ed
VG_100K/2315534.jpg,30160880,simple,1,imported_genome,500,333,174377,79d851e5aaac558df4a5cd783f767c20c069e768b77716a744e250731772aad6,8fc7972577a5318fe336696ca7448e73f5dfe65f14588eb8b53572f108dc2732
VG_100K/2315541.jpg,9231554116806,complex,0,amt,368,500,90004,3000e4551dcd07f8868b7d880052b6930b8201ee3ee0683c2f2706758af18960,fb46de84483181dd7f01b1d8dcaac781610f36f4779930cdcab98631e9cb7349
VG_100K/2315549.jpg,30160872,simple,1,imported_genome,500,375,95173,793a6f191dfe185a215ea99d82f20990beb790311e9aa6eecfa273242f49aa85,f87764318400f9b48ead1595af7c7d5a4f110fef44d7594a9ef914e8f3da578e
VG_100K/2315562.jpg,30160863,simple,1,imported_genome,500,375,137945,3bc45d5424ba54fe0f83a29e4dbce6cc7c977e0090ed33ffadeee646746488ad,a67580f6f24905a976902131be1ccb46935de5e5a1e8eb5398398ea5da47906f
VG_100K/2315606.jpg,923156064983,complex,1,amt,332,500,196350,82de4b6eca99cf8de8118f172f8d532cb9e5f9e6a81afb4d9e83d75a47d312bd,9778b8ab1d0f70e9cb4166f12f8683a577d95e63960cf2965d468ed8faad7c1f
VG_100K/2315627.jpg,923156277255,complex,2,amt,500,333,158297,6122ef1464a9e0dd36cf91d5b38645b111dc2578e1dbed6da7ad40edb657fa49,4c43832f1779c4d6a1016746cbc16bf79e7ea34e98d7d2cc9cca6afadf43c295
VG_100K/2315633.jpg,9231563311335,complex,3,amt,500,424,154203,366d2fee9d25018047ca84b0f7a9b769db7bc0b1b9daf5860c213047d31ea703,7b79e2eb7d6acb809d8f385d46928a84972323ac11fcd9ce0302184db45d620f
VG_100K/2315667.jpg,30160798,simple,1,imported_genome,500,375,160118,99289a3f769d62c3a46fbb654b62195c584e83130582672d2c63e78b88907e7e,5e0c4169e53ecaec617bfa64235afbd8d3cd7d694f089aed0629e4664fe682e3
VG_100K/2315676.jpg,30160793,simple,1,imported_genome,500,375,119323,fd0b241942c4616fe05e581cfb7b8b5724fb7545cf7a128cd9f4ee5c34f6849b,11dbc2883134ee4db845ef5b00e57414c83620298ca231e7a801a0b4b96531e5
VG_100K/2315744.jpg,30160745,simple,3,imported_genome,500,334,116644,ede3e3977788a1e6732a2e57f0d9be31594e3d8b8b3775c8581fa9a7823f133d,d651afd44a5f870fadd967671058b78c497e9705867ea31c102b306af238f2a4
VG_100K/2315768.jpg,923157682931,complex,0,amt,500,375,105410,034911eb721fa3c69983eb93a908ed594c1906921c7e5008ab3217c6348b1d38,5985189bc9144af092a0362a976984e9493f2000f1705e324994c97b5469ac13
VG_100K/2315785.jpg,30160721,simple,1,imported_genome,500,424,287755,de52ac4372fa26a0d076191686e5448fa7618cb9abea2944929dd074fe07a18d,1e6bf68f066620ba646da15934c82335ce94cef80291d313c15d1de8c6959b84
VG_100K/2315805.jpg,30160712,simple,1,imported_genome,500,333,116508,1b5dfd1dee2c3a00dbf352c90bbc1a6bdf6cfcbb7f19fca5318e660fb3625803,b050f1d657ca1054f2193c266cdd1f79f539c67f9d36a96c184bb04097147233
VG_100K/2315831.jpg,30160696,simple,4,imported_genome,500,326,196438,07c18d8e7f9ce961b2f574684265f1864341eb646276275419247be5950094eb,fe3afd39657ebb4e1361ec1af84bf8c471cfd90258687c1a2202aba55712ec6d
VG_100K/2315905.jpg,30160659,simple,1,imported_genome,500,333,130556,9d3c3f2b2e70a75ead2970a43c0aa2f806486196c5cfb7210795317e09260eea,3ad516411872bac7630e1dfc6966a539ecf6663a2165d7b0f7d6f67183c43b41
VG_100K/2315921.jpg,30160648,simple,1,imported_genome,500,333,80944,03f5e742edd60446ea148ddcf97a82313b72581995c5028366652c49de45e6ac,bb55c6bc08f93ec9aa577289d76d34d2185c43caf54c6e9849f66686ec11de8f
VG_100K/2315926.jpg,923159261244,complex,0,amt,500,297,93462,cf210d00e3365ad7e34439cbe3f19c7d4477a4594658035720b6a740b275e91f,bf23ca63eb49f3b02b4a18786ec6346e9d2d2f0e77329b73a34539cdfc34ee1b
VG_100K/2315937.jpg,30160641,simple,1,imported_genome,500,333,123765,796bd4ba680c06386b5fedf557f5392607d9d06d620e680edd95a1b66344c2ab,d8eaa974eaff05883542e2fe68a6e0bf0ecf4de9098892083f41881a3ff41f30
VG_100K/2315976.jpg,9231597611109,complex,1,amt,500,375,146841,e1d755a27bbbac1a45542d1a9b62c6333b5b519f330b0122516371570b8b751a,c5fbea8bb8066cdbbfb18b6e113f5ce7d9e17061586a7e99074e7ac98d1404c3
VG_100K/2316026.jpg,923160261932,complex,0,amt,500,333,107929,91593646ea33fe60877f70abb646957493ba3c1aa56b32d62fedb71ebc055981,9cd8b94254550176014e93ab0d94934aafdd9f112ddfecc2cf0f2c199e021b65
VG_100K/2316034.jpg,30160582,simple,1,imported_genome,500,317,60031,97f73742d93203895cf9cd959b3b2bb3bf5dbaa0798d267e50c9a650d510411e,2603afd9361cf9f0d55acb836e75b1438867bbe8a940bee1a1e285c38e920ad4
VG_100K/2316041.jpg,9231604116957,complex,4,amt,375,500,181214,28e65c09412725fd093ebee12b4e73907b46f2540882d6aeefac0f0f6f38f8c6,1ff6d32d829f53b96937aa0a7dcc3403978cca8ce34c346953a901c697ceb29f
VG_100K/2316044.jpg,9231604411843,complex,2,amt,500,333,99456,bd86b3b939d547f0cc0a0212e5089a8d0d9db8539459b78de089433970bc3666,5ed06f082b62044659fc292d452e995bab4dfc900fcc174c33ad82f815539ddd
VG_100K/2316073.jpg,9231607316895,complex,1,amt,500,375,100005,d9863649fea7593d059d3942f9cfac5ecaefa169940ce2e79b29bfe252c72294,173c5d49ba99bfc95f3734c92a452beae5a7283123d75bf008ae11f04383e764
VG_100K/2316104.jpg,923161044007,complex,0,amt,500,333,149925,c6500e996beca9bd50c591f204f9c7824c5ffd96c03785cfb3a0c47e12bcc895,268dadeadda8d1b1c37888d4fb21de2d69e2794fdb7ced6186217628b02deb74
VG_100K/2316114.jpg,30160531,simple,1,imported_genome,500,332,122625,dcfd93dca80ff872b3799ad562b26183ccbe835ac388f0085397529b75fbbed5,1f045dd8e1813b0aa57d3589bd542150c66358054cb4916dec71fba52c36d302
VG_100K/2316125.jpg,9231612519128,complex,1,amt,500,350,33869,a135cf6589f31b5a30dc8e35cf2e9bdb0282005520b2fab56a18181aeeb77ba3,1d64d0ff1f2364e9df38b6b74af0eb2970f924810bd6674d71f8efab6e28c167
VG_100K/2316322.jpg,30160407,simple,1,imported_genome,500,375,123772,9f2d8e2ed099efe491d2d213661e57caa9750f8a61e3b76a0b7152caec72ab7e,6108642b3889fb6ae126fcd3d67660fe9a9605a22acf1b25d55cde5b06597481
VG_100K/2316332.jpg,9231633210156,complex,3,amt,500,333,133548,f929b26fcfb7daa50e1a0fe8a3966a008ce2e14ac4912823893f16762568f923,cd51bd65553461aab6b62e63272aecc9f4074eafb6aa7ec9f416dd9193aed33c
VG_100K/2316349.jpg,9231634919486,complex,0,amt,500,375,135934,32f0661b70f7c1c0f75d2677696e03aea76a3778776408b91d7b4db37a83a4cb,85c018eff39c10275c0021b1b2f266241e37fe1ed679543b0dacde39d20a9e1d
VG_100K/2316378.jpg,9231637814248,complex,1,amt,375,500,84614,f770fbf249dd1c3ed716f2c89af9c7fa8233b92833d27141f162f15678d4a247,6b86fcc51eb53e455cd64132c743bd0c386a1a8fe86da4635f2593502a7be407
VG_100K/2316382.jpg,30160365,simple,2,imported_genome,500,281,128855,82e93522f0c5778eacb615b0070d770a9c145ac5fc80b0698f471d4ab44bdc55,0121724d43214bd126ac831bf0697df4a8627e183066adcce6e1426a9716660c
VG_100K/2316394.jpg,30160354,simple,1,imported_genome,500,332,108304,1ea385acf12439b9577ade71b316a5b010950d39542680c269b19649b321d724,3b30b396e1e8c13a5f7d093713483225b62d3eb484562776bdb29c1b72c0ca56
VG_100K/2316397.jpg,30160351,simple,0,imported_genome,500,334,130788,f3685e037aa029a5a475f053fa088c4fe813cf5ba3b6a4397bd5b2ebdd69be30,a527e07cd09a1e3a9b34b3b7b96781c7014e69d04939804e92bdea2d53cb9151
VG_100K/2316415.jpg,30160342,simple,2,imported_genome,500,334,131452,9db67baeab0e9090349f2ee5fd02ae3d2fcb8a2e16a1ec6d4e0d463fa1f7ca4e,ddbcbc36af695a95052f9390474e88f082cc9d4c3c6f2f39faa41936d6d124bf
VG_100K/2316425.jpg,30160336,simple,3,imported_genome,334,500,114699,84da04b015015d4dc546de6aabae9d9eb5e14f1e4ae4642e1aae1c79823f3ed7,b21a122d444b6bd2a1b19c381218653e30087f4436e33e0c97b6fbd5af860e5c
VG_100K/2316456.jpg,30160315,simple,1,imported_genome,500,333,85328,3f09505448ea57676198c9db25da4a61e035670b2bd6179b3f797dc0e3d9b5b6,2e85ddbd35fa8fc9dd30e120af786e44e10936391cfcf599724a76f6a6218147
VG_100K/2316513.jpg,9231651313097,complex,2,amt,500,312,208070,f6cabf88060ed86040ff310ccc461038bc5538fe227d0d1fef9aac5e13940d1f,bd352e15fc55d2b8c65c8f00bb859930af5412cc84133bc1e2ba17e5b02fa585
VG_100K/2316524.jpg,30160265,simple,1,imported_genome,500,332,140876,8e773bf3548d666768f914a47220b450e952cdd2a91fcba96ae9fde24933057f,2bb61a42751d0281a44e9924a6b1ef7249e4043be77906a957dadb4482c00ee2
VG_100K/2316532.jpg,923165322743,complex,1,amt,500,318,122159,0314e30d82e3651eaa5879c83d41acc6f53abe06d51dfe6386209474a072aa9f,b7b86241a61cffddddb1a11f9fc7ef0d02d9cfe32c3d8876efae048a773c6ec5
VG_100K/2316594.jpg,923165945877,complex,1,amt,500,378,141599,b7f5ef1ca5e471b972648aba6661be2b64a0f8bce4222da5639ae2b527b479f6,78c2efa204590136b3faec1ea6dcd5244f92c75e2a76ab50972683f5cdd5d316
VG_100K/2316620.jpg,30160204,simple,1,imported_genome,402,500,96946,40b56bfbde08d0c4e03072762175b05ab9fe9a8445f60167c9376032f0e22267,845ec7ad70a09d2fb1acd999ad9ed45f348ece10972ea40013928c05e18369bd
VG_100K/2316666.jpg,9231666610511,complex,1,amt,500,500,196606,5e95b25186314484b882ea55e7be537d1e54fa3aacca21834664ea6ec8cc9fd1,2792ff25b8ab98a3430e4b69ae1aa3b584542bb857b095dc02b60c9d73bea8c9
VG_100K/2316682.jpg,30160166,simple,2,imported_genome,500,333,147214,336e6ca59552dbed13d4698b9c9f150ec3e783261d0f12293a9c2b525a54c80a,797bd884570d8d2d777ae20c9ef1e30ba4479685d1bbb63be8921ac43d58f0c1
VG_100K/2316698.jpg,923166987091,complex,1,amt,368,500,127148,f85cd028d9ee748e425f67546195bc095d95e8c9d3bad968078ed54bd32b6436,fdeb5e5288571e521bee42cb3e4d83e80e92ad76eba24d319d1bc1dc5c448f7d
VG_100K/2316700.jpg,923167008269,complex,1,amt,500,375,144934,fe3ec149797ebdf51ed238a08fcf7af6fa2789f6fa61316651c7df015d9cc2dd,12c99ff634c47ed595f97bbeaa30193208961ab44c21de4ea81dff5e9d20097f
VG_100K/2316712.jpg,30160148,simple,3,imported_genome,331,500,82001,820be6f4f78ab1f741b56b162d577d74c05706488aa28552647d9b4567581556,896d087fdd3630d64eac93b6ad9b6c2d6fa0794b7ea7aaaf951ae2529e6c257e
VG_100K/2316748.jpg,92316748510,complex,9,amt,500,375,69255,eb1bee9e0a4039a0d6710e3f430a529ddb158e260c9b6c586bd5d4e7c14d3514,acbf793c1a3bd804fafd4a5f6f3607b2f92296ec4a5019a60d0b7348572f64db
VG_100K/2316784.jpg,30160112,simple,2,imported_genome,500,333,147265,991d921e9f22e5c577b6c8b3d3b4356844d92327d939d922d1fdba8439de69a8,f1c61dade3cc2c9f3dbfaaf26a1dd73c28a330109f9b5a2a140f1b85344e7ebe
VG_100K/2316814.jpg,923168145657,complex,1,amt,333,500,150762,61aeb1dad9516e86300938da6530624319bec4d028314d9131cdeeee6c205b73,e0f90c3fe4c89a7ae26594c0dd5e19cfcd0b19e60b7dfc7f3dd0230d6c778136
VG_100K/2316849.jpg,30160060,simple,1,imported_genome,500,374,146681,934df66f84d97b78dd899b5fc02a0f69c6a63bcb1a617b740bb0a6d068a6f66c,ad77388bd777cbb42523159a26ab7a8ba9ec7ef6f4d8a506ede9459e4a2997e9
VG_100K/2316850.jpg,9231685012747,complex,0,amt,500,281,83915,b90771ae58619029a6820e4e38f738b7a6807a09ba75c050fd00c3420c4d31cc,1e165036a8265c8338ca34b780670c31e8fd9aba1ef34ce96a45fa5516bc774f
VG_100K/2316860.jpg,923168602738,complex,8,amt,500,375,168167,393037917e1f93c0e5b85c37c4ed26fb7bf1b50e6b29ab9ab8884b834878db15,dbe81e16142da932d176096aebc48a9392dede67b05b0f57f450a39238522125
VG_100K/2316876.jpg,30160041,simple,2,imported_genome,375,500,175165,7f86e4eff6f7feaaa3903ac83916265c5ece15bb8071cbfc483ae5d821cba24c,0383ab36e789a9d11e0690503a67d1ca021b7f47056e9656254e7662f0f664e6
VG_100K/2316882.jpg,30160032,simple,1,imported_genome,500,375,113106,03cbf615b19abd1262dd90b8f2eb043467bb91aae6e0ffab40d51f2aff7fe8ea,fc3958f5ed9dc83c7a6e9ccb34c8bc8078db844e33cd802e4c7365099becd3ee
VG_100K/2316957.jpg,30159981,simple,1,imported_genome,333,500,108706,466d704981e9567ef167d562579018ba8db9e089f8f320226e938954298c251e,78b125ea5b139c109c871a30ccb397d0d58305067ffd4443665fbe4c9e4e9bef
VG_100K/2316962.jpg,9231696218361,complex,2,amt,500,333,146948,f3a75e9b0c80eb8db1d0fd0b196dff17b62a4537fe7f3c05b439829f578a6f2c,e7ac5b6610445f1f01f228506d3683cb6de71198979b2a7611b1a99e8810b3cf
VG_100K/2316967.jpg,923169679295,complex,1,amt,500,375,127021,5efa4776a495155b8308dbdf7bae55f8201dd9c2ddc0fec24941a7c88f862304,973b1f260611ff0a6a5b80649956fbde416077060e397e7c5714a13c0fbf93f1
VG_100K/2316989.jpg,923169898092,complex,1,amt,500,333,112040,42ca14475a9d02b8159091e3ebc1b51308bc87c9adf93f803e4fa1f9a2c38c3e,f7b019c0f8c59a7edab930b90eae45c48538c5e9a1d9aa7bec3cb1ca8358558a
VG_100K/2316991.jpg,923169913777,complex,9,amt,500,375,97435,2d8e3ef7ecc739e5b5b7c294a00e4b47668e8d93edf2bb283ca1d3ac0c888fde,dc44339a77545a710b44e7ec33869720c02b4bd09170101deecd38a8d190f664
VG_100K/2317002.jpg,9231700215049,complex,1,amt,500,274,120764,f26a3ce2dd35b32eb7d55529649ac832dcfe74eeab96a6950c56b7bc8cd519e8,c70036f8bfc5d5462afe94f1a08dfa06b815f48c5907546a1771119b7bb77409
VG_100K/2317044.jpg,30159933,simple,1,imported_genome,500,375,238277,8eaa3cf375abae71f926d5d1e85fa722d278b60e7c775646487ab5d7dfda0954,de81dffb00538cbe00e2380ea0a55dc167cfd9dba08ef61d7fcb87e728b9122c
VG_100K/2317100.jpg,92317100613,complex,1,amt,500,333,162522,2e3d92526a3a05ecf14bd0bd225714f285ba40201bc3d7664eef4fa315f777a9,b66dc2db8b638ad4bac2190f11be99a674cc804ffa254bf20b87f00380f4a37a
VG_100K/2317105.jpg,30159890,simple,0,imported_genome,500,321,102876,c7a2755c9760a971fb5e3781ca9814767a4b7949b94851a64af1b4ab9c054535,cab755f9d518b3a3c41c4e3dc8debdbb9f5a02b79c27f30957a7e6146ec6a258
VG_100K/2317110.jpg,923171101919,complex,1,amt,500,375,158866,03fb1abf7dac708ee82a489142533fc84a5df7ee350a35f6f5307572798dcc06,3dd45f30f7f70127d1f526c8555426c445fd61b68e5f526bd7c3ee91a558f8e9
VG_100K/2317133.jpg,9231713311721,complex,0,amt,500,500,148094,bacfe484f6054f25b502de03a85568623cb5bcae616defa7125dc68a26c27dcc,a9c114e3363cff46fa22e3b29d3f35473e9a811dbab636180fc8c9987fdaa3b6
VG_100K/2317170.jpg,923171705802,complex,1,amt,500,333,122390,84b8afdb251e4a4d532e35e9d07b3f051b6d1171f9396f5bee1d3699ffc7b46d,58f3027c1779fef02745480a3c0b20623c37dd0690cf8c618b183326c17652da
VG_100K/2317189.jpg,30159838,simple,2,imported_genome,500,332,121678,92070f27547ffcdcfb408ad62eca9d4eb49272e826969bdb71459facf4ba641b,dc6b3d9eb1ab81f9aa758e6ffdaa8cd61c4a3c15002b57eb60fe8b13156d91aa
VG_100K/2317192.jpg,30159837,simple,0,imported_genome,500,281,87232,277c79b9513c34dd9b4db717e05321554a905edd5fa74fac61e1cb8537fa750a,83f236e59544ce033be67ac824f16caa23ca2adde40ade3a3cb5ea2a9ae7cccf
VG_100K/2317193.jpg,92317193734,complex,1,amt,500,333,109777,8ac937b81570e348bba36b7aa97c186fb514388bf881020393d3fd341969946f,0242b11ae3315a6d8e172fc135fef07a784fd8bca6f12a7180e5d60174490900
VG_100K/2317210.jpg,30159824,simple,1,imported_genome,500,333,130870,94e555739989a364e40bcbf284f78b0c4350f892dc4250c4e6d022ef32ecfa8c,e5db3a24976fbe16b8adf1fcb1c3fd1022ea6115ea9107bb20a580adf539d122
VG_100K/2317216.jpg,30159822,simple,1,imported_genome,500,357,107832,220cb3a384ba1e728070140adc50ed3836dff7f201cb07cea511a8106979278e,1d57157688479ce5210da7451887859a550920e6c465f940861100fc7c7025d9
