row_index,original_selected_alpha,spuc_selected_alpha,original_best_score,spuc_best_score,action_changed,archived_post_correct,sample_id,condition,ground_truth,baseline_prediction
24,1.0,1.0,0.055947446961946076,0.055947446961946076,False,True,pccv3_n01_dense_r24,dense,1,1
25,1.0,1.0,0.058623083447769966,0.058623083447769966,False,True,pccv3_n01_dense_r25,dense,1,1
26,1.0,1.0,0.04134004791181166,0.04134004791181166,False,True,pccv3_n01_dense_r26,dense,1,1
27,1.0,1.0,0.03546272053759833,0.03546272053759833,False,True,pccv3_n01_dense_r27,dense,1,1
28,1.0,1.0,0.021863888586284855,0.021863888586284855,False,True,pccv3_n01_dense_r28,dense,1,1
29,1.0,1.0,0.06614946022704032,0.06614946022704032,False,True,pccv3_n01_dense_r29,dense,1,1
30,1.0,1.0,0.03202910382363584,0.03202910382363584,False,True,pccv3_n01_dense_r30,dense,1,1
31,1.0,1.0,0.0673751058098055,0.0673751058098055,False,True,pccv3_n01_dense_r31,dense,1,1
32,1.0,1.0,0.041795329472379295,0.041795329472379295,False,True,pccv3_n01_dense_r32,dense,1,1
33,1.0,1.0,0.03795852152756053,0.03795852152756053,False,True,pccv3_n01_dense_r33,dense,1,1
34,1.0,1.0,0.036332876774157835,0.036332876774157835,False,True,pccv3_n01_dense_r34,dense,1,1
35,1.0,1.0,0.06854453922349253,0.06854453922349253,False,True,pccv3_n01_dense_r35,dense,1,1
36,1.0,1.0,0.04684175992826818,0.04684175992826818,False,True,pccv3_n01_dense_r36,dense,1,1
37,1.0,1.0,0.03483773109288256,0.03483773109288256,False,True,pccv3_n01_dense_r37,dense,1,1
38,1.0,1.0,0.037917024841307836,0.037917024841307836,False,True,pccv3_n01_dense_r38,dense,1,1
39,1.0,1.0,0.04566371091965114,0.04566371091965114,False,True,pccv3_n01_dense_r39,dense,1,1
40,1.0,1.0,-0.020732260428406445,-0.020732260428406445,False,True,pccv3_n01_distractors_r00,distractors,1,1
41,1.0,1.0,-0.005787187418941901,-0.005787187418941901,False,True,pccv3_n01_distractors_r01,distractors,1,1
42,1.0,1.0,-0.015074926063493747,-0.015074926063493747,False,True,pccv3_n01_distractors_r02,distractors,1,1
43,1.0,1.0,0.005380039114648537,0.005380039114648537,False,True,pccv3_n01_distractors_r03,distractors,1,1
44,1.0,1.0,0.0227880866790384,0.022787068264866074,False,True,pccv3_n01_distractors_r04,distractors,1,1
45,1.0,1.0,0.007966742120206115,0.007966742120206115,False,True,pccv3_n01_distractors_r05,distractors,1,1
46,1.0,1.0,-0.018569383676456094,-0.018569383676456094,False,True,pccv3_n01_distractors_r06,distractors,1,1
47,1.0,1.0,-0.007253086399047579,-0.007253086399047579,False,True,pccv3_n01_distractors_r07,distractors,1,1
48,1.0,1.0,-0.007368939652069584,-0.007368939652069584,False,True,pccv3_n01_distractors_r08,distractors,1,1
49,1.0,1.0,-0.01964701504318917,-0.01964701504318917,False,True,pccv3_n01_distractors_r09,distractors,1,1
50,1.0,1.0,-0.011800285775907624,-0.011800285775907624,False,True,pccv3_n01_distractors_r10,distractors,1,1
51,1.0,1.0,-0.0002210913703181456,-0.0002210913703181456,False,True,pccv3_n01_distractors_r11,distractors,1,1
52,1.0,1.0,0.05965940241004629,0.05965940241004629,False,True,pccv3_n01_distractors_r12,distractors,1,1
53,1.0,1.0,-0.015739215720496268,-0.015739215720496268,False,True,pccv3_n01_distractors_r13,distractors,1,1
54,1.0,1.0,0.007245563412256226,0.007245563412256226,False,True,pccv3_n01_distractors_r14,distractors,1,1
55,1.0,1.0,-0.020114316392346857,-0.020114316392346857,False,True,pccv3_n01_distractors_r15,distractors,1,1
56,1.0,1.0,0.0113560413652877,0.0113560413652877,False,True,pccv3_n01_distractors_r16,distractors,1,1
57,1.0,1.0,-0.006888143331894518,-0.006888143331894518,False,True,pccv3_n01_distractors_r17,distractors,1,1
58,1.0,1.0,-0.00821951449691112,-0.00821951449691112,False,True,pccv3_n01_distractors_r18,distractors,1,1
59,1.0,1.0,-0.016346525037266406,-0.016346525037266406,False,True,pccv3_n01_distractors_r19,distractors,1,1
60,1.0,1.0,-0.0005053373966653358,-0.0005053373966653358,False,True,pccv3_n01_distractors_r20,distractors,1,1
61,1.0,1.0,0.007840664132132281,0.007840664132132281,False,True,pccv3_n01_distractors_r21,distractors,1,1
62,1.0,1.0,-0.0032511402468154774,-0.0032511402468154774,False,True,pccv3_n01_distractors_r22,distractors,1,1
63,1.0,1.0,-0.03184704758023774,-0.03184704758023774,False,True,pccv3_n01_distractors_r23,distractors,1,1
64,1.0,1.0,-0.016222816625389318,-0.016222816625389318,False,True,pccv3_n01_distractors_r24,distractors,1,1
65,1.0,1.0,0.01577607497298917,0.01577607497298917,False,True,pccv3_n01_distractors_r25,distractors,1,1
66,1.0,1.0,-0.002855013501151117,-0.002855013501151117,False,True,pccv3_n01_distractors_r26,distractors,1,1
67,1.0,1.0,-0.00810675302977075,-0.00810675302977075,False,True,pccv3_n01_distractors_r27,distractors,1,1
68,1.0,1.0,-0.015272494724767181,-0.015272494724767181,False,True,pccv3_n01_distractors_r28,distractors,1,1
69,1.0,1.0,-0.024903599728224556,-0.024903599728224556,False,True,pccv3_n01_distractors_r29,distractors,1,1
70,1.0,1.0,-0.018732570690393344,-0.018732570690393344,False,True,pccv3_n01_distractors_r30,distractors,1,1
71,1.0,1.0,0.0299027386446997,0.0299027386446997,False,True,pccv3_n01_distractors_r31,distractors,1,1
72,1.0,1.0,0.009784945922692016,0.009784945922692016,False,True,pccv3_n01_distractors_r32,distractors,1,1
73,1.0,1.0,0.0004170202946335369,0.0004170202946335369,False,True,pccv3_n01_distractors_r33,distractors,1,1
74,1.0,1.0,-0.004162251693435079,-0.004162251693435079,False,True,pccv3_n01_distractors_r34,distractors,1,1
75,1.0,1.0,0.007629427951084657,0.007629427951084657,False,True,pccv3_n01_distractors_r35,distractors,1,1
76,1.0,1.0,-0.015606862778962526,-0.015606862778962526,False,True,pccv3_n01_distractors_r36,distractors,1,1
77,1.0,1.0,-0.023239489628440975,-0.023239489628440975,False,True,pccv3_n01_distractors_r37,distractors,1,1
78,1.0,1.0,-0.03618725419651674,-0.03618725419651674,False,True,pccv3_n01_distractors_r38,distractors,1,1
79,1.0,1.0,-0.028294864251207405,-0.028294864251207405,False,True,pccv3_n01_distractors_r39,distractors,1,1
80,1.0,1.0,0.02655042148170406,0.02655042148170406,False,True,pccv3_n01_grid_r00,grid,1,1
81,1.0,1.0,0.036756828810474027,0.036756828810474027,False,True,pccv3_n01_grid_r01,grid,1,1
82,1.0,1.0,0.024878518157224545,0.024878518157224545,False,True,pccv3_n01_grid_r02,grid,1,1
83,1.0,1.0,0.028571816315781585,0.028571816315781585,False,True,pccv3_n01_grid_r03,grid,1,1
84,1.0,1.0,0.026378134437588536,0.026378134437588536,False,True,pccv3_n01_grid_r04,grid,1,1
85,1.0,1.0,0.022133433827816202,0.022133433827816202,False,True,pccv3_n01_grid_r05,grid,1,1
86,1.0,1.0,0.025464837438350627,0.025464837438350627,False,True,pccv3_n01_grid_r06,grid,1,1
87,1.0,1.0,0.028326823752707845,0.028326823752707845,False,True,pccv3_n01_grid_r07,grid,1,1
88,1.0,1.0,0.045450963922905,0.045450963922905,False,True,pccv3_n01_grid_r08,grid,1,1
89,1.0,1.0,0.05455486132286751,0.05455486132286751,False,True,pccv3_n01_grid_r09,grid,1,1
90,1.0,1.0,0.0361010232586772,0.0361010232586772,False,True,pccv3_n01_grid_r10,grid,1,1
91,1.0,1.0,0.0347437171998317,0.0347437171998317,False,True,pccv3_n01_grid_r11,grid,1,1
92,1.0,1.0,0.032462623451069955,0.032462623451069955,False,True,pccv3_n01_grid_r12,grid,1,1
93,1.0,1.0,0.03501753063046953,0.03501753063046953,False,True,pccv3_n01_grid_r13,grid,1,1
94,1.0,1.0,0.03579520138588589,0.03579520138588589,False,True,pccv3_n01_grid_r14,grid,1,1
95,1.0,1.0,0.031129937319296575,0.031129937319296575,False,True,pccv3_n01_grid_r15,grid,1,1
96,1.0,1.0,0.029234724943856292,0.029234724943856292,False,True,pccv3_n01_grid_r16,grid,1,1
97,1.0,1.0,0.038085648232974806,0.038085648232974806,False,True,pccv3_n01_grid_r17,grid,1,1
98,1.0,1.0,0.018689985342512972,0.018689985342512972,False,True,pccv3_n01_grid_r18,grid,1,1
99,1.0,1.0,0.023920542393812253,0.023920542393812253,False,True,pccv3_n01_grid_r19,grid,1,1
100,1.0,1.0,0.027470321583390928,0.027470321583390928,False,True,pccv3_n01_grid_r20,grid,1,1
101,1.0,1.0,0.03072118847515114,0.03072118847515114,False,True,pccv3_n01_grid_r21,grid,1,1
102,1.0,1.0,0.030277174214281586,0.030277174214281586,False,True,pccv3_n01_grid_r22,grid,1,1
103,1.0,1.0,0.03778557540631711,0.03778557540631711,False,True,pccv3_n01_grid_r23,grid,1,1
104,1.0,1.0,0.03528137948578508,0.03528137948578508,False,True,pccv3_n01_grid_r24,grid,1,1
105,1.0,1.0,0.053628405203029375,0.053628405203029375,False,True,pccv3_n01_grid_r25,grid,1,1
106,1.0,1.0,0.03271338094193765,0.03271338094193765,False,True,pccv3_n01_grid_r26,grid,1,1
107,1.0,1.0,0.025126991576831143,0.025126991576831143,False,True,pccv3_n01_grid_r27,grid,1,1
108,1.0,1.0,0.07121819665725282,0.07121819665725282,False,True,pccv3_n01_grid_r28,grid,1,1
109,1.0,1.0,0.027959499935944935,0.027959499935944935,False,True,pccv3_n01_grid_r29,grid,1,1
110,1.0,1.0,0.008618376320008695,0.008618376320008695,False,True,pccv3_n01_grid_r30,grid,1,1
111,1.0,1.0,0.023092934813729458,0.023092934813729458,False,True,pccv3_n01_grid_r31,grid,1,1
112,1.0,1.0,0.015110560164250556,0.015110560164250556,False,True,pccv3_n01_grid_r32,grid,1,1
113,1.0,1.0,0.03330326074934231,0.03330326074934231,False,True,pccv3_n01_grid_r33,grid,1,1
114,1.0,1.0,0.029276513882078473,0.029276513882078473,False,True,pccv3_n01_grid_r34,grid,1,1
115,1.0,1.0,0.03677311607659446,0.03677311607659446,False,True,pccv3_n01_grid_r35,grid,1,1
116,1.0,1.0,0.020587097073591024,0.020587097073591024,False,True,pccv3_n01_grid_r36,grid,1,1
117,1.0,1.0,0.0426179754518429,0.0426179754518429,False,True,pccv3_n01_grid_r37,grid,1,1
118,1.0,1.0,0.016279938400166952,0.016279938400166952,False,True,pccv3_n01_grid_r38,grid,1,1
119,1.0,1.0,0.03772993646186169,0.03772993646186169,False,True,pccv3_n01_grid_r39,grid,1,1
120,1.0,1.0,0.04851501402389455,0.04851501402389455,False,True,pccv3_n01_random_sparse_r00,random_sparse,1,1
121,1.0,1.0,0.023579623478337464,0.023579623478337464,False,True,pccv3_n01_random_sparse_r01,random_sparse,1,1
122,1.0,1.0,0.025464967843773684,0.025464967843773684,False,True,pccv3_n01_random_sparse_r02,random_sparse,1,1
123,1.0,1.0,0.04363184583275774,0.04363184583275774,False,True,pccv3_n01_random_sparse_r03,random_sparse,1,1
124,1.0,1.0,0.031359230449373415,0.031359230449373415,False,True,pccv3_n01_random_sparse_r04,random_sparse,1,1
125,1.0,1.0,0.06383104356113127,0.06383104356113127,False,True,pccv3_n01_random_sparse_r05,random_sparse,1,1
126,1.0,1.0,0.05011872612328552,0.05011872612328552,False,True,pccv3_n01_random_sparse_r06,random_sparse,1,1
127,1.0,1.0,0.042113748173046736,0.042113748173046736,False,True,pccv3_n01_random_sparse_r07,random_sparse,1,1
128,1.0,1.0,0.05151796412197819,0.05151796412197819,False,True,pccv3_n01_random_sparse_r08,random_sparse,1,1
129,1.0,1.0,0.04903430684022822,0.04903430684022822,False,True,pccv3_n01_random_sparse_r09,random_sparse,1,1
130,1.0,1.0,0.03179574622896339,0.03179574622896339,False,True,pccv3_n01_random_sparse_r10,random_sparse,1,1
131,1.0,1.0,0.050410509270751996,0.050410509270751996,False,True,pccv3_n01_random_sparse_r11,random_sparse,1,1
132,1.0,1.0,0.047353110177004235,0.047353110177004235,False,True,pccv3_n01_random_sparse_r12,random_sparse,1,1
133,1.0,1.0,0.050447001396694585,0.050447001396694585,False,True,pccv3_n01_random_sparse_r13,random_sparse,1,1
134,1.0,1.0,0.04467849282449275,0.04467849282449275,False,True,pccv3_n01_random_sparse_r14,random_sparse,1,1
135,1.0,1.0,0.06602897579580475,0.06602897579580475,False,True,pccv3_n01_random_sparse_r15,random_sparse,1,1
136,1.0,1.0,0.0436806222215194,0.0436806222215194,False,True,pccv3_n01_random_sparse_r16,random_sparse,1,1
137,1.0,1.0,0.04826416426088405,0.04826416426088405,False,True,pccv3_n01_random_sparse_r17,random_sparse,1,1
138,1.0,1.0,0.006524747010844182,0.006524747010844182,False,True,pccv3_n01_random_sparse_r18,random_sparse,1,1
139,1.0,1.0,0.03503489479829727,0.03503489479829727,False,True,pccv3_n01_random_sparse_r19,random_sparse,1,1
140,1.0,1.0,0.02935450322295616,0.02935450322295616,False,True,pccv3_n01_random_sparse_r20,random_sparse,1,1
141,1.0,1.0,0.05272247609885157,0.05272247609885157,False,True,pccv3_n01_random_sparse_r21,random_sparse,1,1
142,1.0,1.0,0.032255683567377305,0.032255683567377305,False,True,pccv3_n01_random_sparse_r22,random_sparse,1,1
143,1.0,1.0,0.030818997121185552,0.030818997121185552,False,True,pccv3_n01_random_sparse_r23,random_sparse,1,1
144,1.0,1.0,0.03988224418220292,0.03988224418220292,False,True,pccv3_n01_random_sparse_r24,random_sparse,1,1
145,1.0,1.0,0.058640020573936066,0.058640020573936066,False,True,pccv3_n01_random_sparse_r25,random_sparse,1,1
146,1.0,1.0,0.06213133658262289,0.06213133658262289,False,True,pccv3_n01_random_sparse_r26,random_sparse,1,1
147,1.0,1.0,0.06203858154343472,0.06203858154343472,False,True,pccv3_n01_random_sparse_r27,random_sparse,1,1
148,1.0,1.0,0.07369157587715687,0.07369157587715687,False,True,pccv3_n01_random_sparse_r28,random_sparse,1,1
149,1.0,1.0,0.05460642241262259,0.05460642241262259,False,True,pccv3_n01_random_sparse_r29,random_sparse,1,1
150,1.0,1.0,0.03704339650695314,0.03704339650695314,False,True,pccv3_n01_random_sparse_r30,random_sparse,1,1
151,1.0,1.0,0.06912240937873856,0.06912240937873856,False,True,pccv3_n01_random_sparse_r31,random_sparse,1,1
152,1.0,1.0,0.022564275058326397,0.022564275058326397,False,True,pccv3_n01_random_sparse_r32,random_sparse,1,1
153,1.0,1.0,0.04995260195759943,0.04995260195759943,False,True,pccv3_n01_random_sparse_r33,random_sparse,1,1
154,1.0,1.0,0.03252534009221848,0.03252534009221848,False,True,pccv3_n01_random_sparse_r34,random_sparse,1,1
155,1.0,1.0,0.04283538807267652,0.04283538807267652,False,True,pccv3_n01_random_sparse_r35,random_sparse,1,1
156,1.0,1.0,0.030834401364457423,0.030834401364457423,False,True,pccv3_n01_random_sparse_r36,random_sparse,1,1
157,1.0,1.0,0.016387174009384307,0.016387174009384307,False,True,pccv3_n01_random_sparse_r37,random_sparse,1,1
158,1.0,1.0,0.02781698653236753,0.027816986520791457,False,True,pccv3_n01_random_sparse_r38,random_sparse,1,1
159,1.0,1.0,0.04533504286662643,0.04533504286662643,False,True,pccv3_n01_random_sparse_r39,random_sparse,1,1
160,1.0,1.0,0.00885928538546117,0.00885928538546117,False,True,pccv3_n01_row_r00,row,1,1
161,1.0,1.0,0.03851931829119047,0.03851931829119047,False,True,pccv3_n01_row_r01,row,1,1
162,1.0,1.0,0.02491318405165262,0.02491318405165262,False,True,pccv3_n01_row_r02,row,1,1
163,1.0,1.0,0.036327345008715234,0.036327345008715234,False,True,pccv3_n01_row_r03,row,1,1
164,1.0,1.0,0.054162421374788314,0.054162421374788314,False,True,pccv3_n01_row_r04,row,1,1
165,1.0,1.0,0.03136203132958472,0.03136203132958472,False,True,pccv3_n01_row_r05,row,1,1
166,1.0,1.0,0.03276956835554434,0.03276956835554434,False,True,pccv3_n01_row_r06,row,1,1
167,1.0,1.0,0.009085009336924089,0.009085009336924089,False,True,pccv3_n01_row_r07,row,1,1
168,1.0,1.0,0.03280383774083327,0.03280383774083327,False,True,pccv3_n01_row_r08,row,1,1
169,1.0,1.0,0.026121084578988405,0.026121084578988405,False,True,pccv3_n01_row_r09,row,1,1
170,1.0,1.0,0.023670391056414348,0.023670391056414348,False,True,pccv3_n01_row_r10,row,1,1
171,1.0,1.0,0.039730400761942994,0.039730400761942994,False,True,pccv3_n01_row_r11,row,1,1
172,1.0,1.0,0.020413385196933104,0.020413385196933104,False,True,pccv3_n01_row_r12,row,1,1
173,1.0,1.0,0.013947212250696898,0.013947212250696898,False,True,pccv3_n01_row_r13,row,1,1
174,1.0,1.0,0.03521196278888496,0.03521196278888496,False,True,pccv3_n01_row_r14,row,1,1
175,1.0,1.0,0.02303715321013854,0.02303715321013854,False,True,pccv3_n01_row_r15,row,1,1
176,1.0,1.0,0.02337271772260154,0.02337271772260154,False,True,pccv3_n01_row_r16,row,1,1
177,1.0,1.0,0.0312786933787611,0.0312786933787611,False,True,pccv3_n01_row_r17,row,1,1
178,1.0,1.0,0.035869646904890265,0.035869646904890265,False,True,pccv3_n01_row_r18,row,1,1
179,1.0,1.0,0.02869339544956451,0.02869339544956451,False,True,pccv3_n01_row_r19,row,1,1
180,1.0,1.0,0.015945105716361863,0.015945105716361863,False,True,pccv3_n01_row_r20,row,1,1
181,1.0,1.0,0.02881869364043695,0.02881869364043695,False,True,pccv3_n01_row_r21,row,1,1
182,1.0,1.0,0.022135295938037553,0.022135295938037553,False,True,pccv3_n01_row_r22,row,1,1
183,1.0,1.0,0.04429239638589656,0.04429239638589656,False,True,pccv3_n01_row_r23,row,1,1
184,1.0,1.0,0.017404662427698243,0.017404662427698243,False,True,pccv3_n01_row_r24,row,1,1
185,1.0,1.0,0.03906811181715493,0.03906811181715493,False,True,pccv3_n01_row_r25,row,1,1
186,1.0,1.0,0.027906024657385637,0.027906024657385637,False,True,pccv3_n01_row_r26,row,1,1
187,1.0,1.0,0.03602205551140769,0.03602205551140769,False,True,pccv3_n01_row_r27,row,1,1
188,1.0,1.0,0.018099483211781762,0.018099483211781762,False,True,pccv3_n01_row_r28,row,1,1
189,1.0,1.0,0.035619997094788455,0.035619997094788455,False,True,pccv3_n01_row_r29,row,1,1
190,1.0,1.0,0.020332942004230237,0.020332942004230237,False,True,pccv3_n01_row_r30,row,1,1
191,1.0,1.0,0.032161753168840665,0.032161753168840665,False,True,pccv3_n01_row_r31,row,1,1
192,1.0,1.0,0.02528073957603719,0.02528073957603719,False,True,pccv3_n01_row_r32,row,1,1
193,4.0,4.0,0.25352153258696897,0.25352153258696897,False,True,pccv3_n01_row_r33,row,1,1
194,1.0,1.0,0.039508568095687494,0.039508568095687494,False,True,pccv3_n01_row_r34,row,1,1
195,1.0,1.0,0.03484583660500813,0.03484583660500813,False,True,pccv3_n01_row_r35,row,1,1
196,1.0,1.0,0.031885894664843484,0.031885894664843484,False,True,pccv3_n01_row_r36,row,1,1
197,1.0,1.0,0.026501731002186214,0.026501731002186214,False,True,pccv3_n01_row_r37,row,1,1
198,1.0,1.0,0.021851796825583154,0.021851796825583154,False,True,pccv3_n01_row_r38,row,1,1
199,1.0,1.0,0.03248458852497735,0.03248458852497735,False,True,pccv3_n01_row_r39,row,1,1
200,1.0,1.0,0.03288239077360614,0.03288239077360614,False,True,pccv3_n02_dense_r00,dense,2,2
201,1.0,1.0,0.04206939284108743,0.04206939284108743,False,True,pccv3_n02_dense_r01,dense,2,2
202,4.0,4.0,0.17892957491681505,0.17892957491681505,False,True,pccv3_n02_dense_r02,dense,2,2
203,1.0,1.0,0.03219361475342013,0.03219361475342013,False,True,pccv3_n02_dense_r03,dense,2,2
204,1.0,1.0,0.0734995302187191,0.0734995302187191,False,True,pccv3_n02_dense_r04,dense,2,2
205,4.0,4.0,0.13954964554502722,0.13954964554502722,False,True,pccv3_n02_dense_r05,dense,2,2
206,1.0,1.0,0.08025852572847043,0.08025852572847043,False,True,pccv3_n02_dense_r06,dense,2,2
207,1.0,1.0,0.03930949512799416,0.03930949512799416,False,True,pccv3_n02_dense_r07,dense,2,2
208,1.0,1.0,0.07291165866764951,0.07291165866764951,False,True,pccv3_n02_dense_r08,dense,2,2
209,1.0,1.0,0.0704528733230094,0.0704528733230094,False,True,pccv3_n02_dense_r09,dense,2,2
210,4.0,4.0,0.12333002652340005,0.12333002652340005,False,True,pccv3_n02_dense_r10,dense,2,2
211,1.0,1.0,0.06889306221321119,0.06889306221321119,False,True,pccv3_n02_dense_r11,dense,2,2
212,1.0,1.0,0.055741080882632896,0.055741080882632896,False,True,pccv3_n02_dense_r12,dense,2,2
213,1.0,1.0,0.006722974254375768,0.006722970062063937,False,True,pccv3_n02_dense_r13,dense,2,2
214,1.0,1.0,0.006684302520032227,0.006684302520032227,False,True,pccv3_n02_dense_r14,dense,2,2
215,1.0,1.0,0.03566866938351154,0.03566866938351154,False,True,pccv3_n02_dense_r15,dense,2,2
216,1.0,1.0,0.05871111293001596,0.05871111293001596,False,True,pccv3_n02_dense_r16,dense,2,2
217,1.0,1.0,0.07512765615742353,0.07512765615742353,False,True,pccv3_n02_dense_r17,dense,2,2
218,1.0,1.0,0.032495820538485334,0.032495820538485334,False,True,pccv3_n02_dense_r18,dense,2,2
219,1.0,1.0,0.08393752596287447,0.08393752596287447,False,True,pccv3_n02_dense_r19,dense,2,2
220,1.0,1.0,0.04843210295915926,0.04843210295915926,False,True,pccv3_n02_dense_r20,dense,2,2
221,1.0,1.0,-0.0034624735656391906,-0.0034687087252100682,False,True,pccv3_n02_dense_r21,dense,2,2
222,1.0,1.0,0.03191257899482115,0.03191257899482115,False,True,pccv3_n02_dense_r22,dense,2,2
223,1.0,1.0,0.024027721723897867,0.024028533848754564,False,True,pccv3_n02_dense_r23,dense,2,2
224,1.0,1.0,0.040301490180346795,0.040301490180346795,False,True,pccv3_n02_dense_r24,dense,2,2
225,1.0,1.0,0.06750078586367446,0.06750078586367446,False,True,pccv3_n02_dense_r25,dense,2,2
226,4.0,4.0,0.11603436333780336,0.11603436333780336,False,True,pccv3_n02_dense_r26,dense,2,2
227,1.0,1.0,0.02197235517971078,0.02197235517971078,False,True,pccv3_n02_dense_r27,dense,2,2
228,1.0,1.0,0.01253160466730342,0.01253160466730342,False,True,pccv3_n02_dense_r28,dense,2,2
229,1.0,1.0,0.036155967259775136,0.036155967259775136,False,True,pccv3_n02_dense_r29,dense,2,2
230,1.0,1.0,0.03783488042351517,0.037835016077785374,False,True,pccv3_n02_dense_r30,dense,2,2
231,1.0,1.0,0.011998173025624856,0.011993797640551937,False,True,pccv3_n02_dense_r31,dense,2,2
232,1.0,1.0,0.0407648258852524,0.0407648258852524,False,True,pccv3_n02_dense_r32,dense,2,2
233,1.0,1.0,0.020000612050218226,0.020000612050218226,False,True,pccv3_n02_dense_r33,dense,2,2
234,1.0,1.0,0.09307417901033634,0.09307417901033634,False,True,pccv3_n02_dense_r34,dense,2,2
235,1.0,1.0,0.039313993512723876,0.039313993512723876,False,True,pccv3_n02_dense_r35,dense,2,2
236,1.0,1.0,0.06587441697831017,0.06587441697831017,False,True,pccv3_n02_dense_r36,dense,2,2
237,1.0,1.0,0.09253530156969016,0.09253530156969016,False,True,pccv3_n02_dense_r37,dense,2,2
238,4.0,4.0,0.13335604748797625,0.13335604748797625,False,True,pccv3_n02_dense_r38,dense,2,2
239,1.0,1.0,0.06908798354611176,0.06908798354611176,False,True,pccv3_n02_dense_r39,dense,2,2
240,4.0,4.0,0.34839219429206303,0.3483921902043198,False,True,pccv3_n02_distractors_r00,distractors,2,1
241,1.0,1.0,0.06657622861657975,0.06657622861657975,False,True,pccv3_n02_distractors_r01,distractors,2,2
242,1.0,1.0,0.04243740732605504,0.04243740732605504,False,True,pccv3_n02_distractors_r02,distractors,2,2
243,1.0,1.0,0.015374906960733166,0.015374906960733166,False,True,pccv3_n02_distractors_r03,distractors,2,2
244,1.0,1.0,0.027077024889113198,0.027077024889113198,False,True,pccv3_n02_distractors_r04,distractors,2,2
245,1.0,1.0,0.03404824462962028,0.03404824462962028,False,True,pccv3_n02_distractors_r05,distractors,2,2
246,1.0,1.0,-0.01583107176136197,-0.01583107176136197,False,True,pccv3_n02_distractors_r06,distractors,2,2
247,1.0,1.0,0.04183374864657916,0.04183374864657916,False,True,pccv3_n02_distractors_r07,distractors,2,2
248,1.0,1.0,0.09374978269064049,0.09374978269064049,False,True,pccv3_n02_distractors_r08,distractors,2,2
249,1.0,1.0,0.05761468371697913,0.05761468371697913,False,True,pccv3_n02_distractors_r09,distractors,2,2
250,1.0,1.0,0.041973724792276686,0.041973724792276686,False,True,pccv3_n02_distractors_r10,distractors,2,2
251,1.0,1.0,0.04067986417262453,0.04067986417262453,False,True,pccv3_n02_distractors_r11,distractors,2,2
252,1.0,1.0,-0.023070966876604662,-0.023070966876604662,False,True,pccv3_n02_distractors_r12,distractors,2,2
253,1.0,1.0,0.006218124083844688,0.006218124083844688,False,True,pccv3_n02_distractors_r13,distractors,2,2
